Review text,Ratings,sentiment,clean_review
this is not yonex original product.... compare with original one the weight is little bit high....READ MORE,4,1,not yonex original product compare original one weight little bit high read
Value for money. Nice product.READ MORE,4,1,value money nice product read
good shuttlesREAD MORE,5,1,good shuttlesread
vry goodREAD MORE,5,1,vry goodread
Given 8 months back manufacturing date product. I have experienced that Flipkart services not good.READ MORE,1,0,given month back manufacturing date product experienced flipkart service not good read
Poor QualityREAD MORE,1,0,poor qualityread
just noREAD MORE,2,0,noread
awesome thanks for the quick deliveryREAD MORE,5,1,awesome thanks quick deliveryread
very good qualityREAD MORE,5,1,good qualityread
good and original product.READ MORE,1,0,good original product read
genuine  product and nice quality. good for the intermediatesREAD MORE,5,1,genuine product nice quality good intermediatesread
"it seemed it was old stock. shuttle wooden base was damaged (presence of piercing many holes on shuttle base). it is advised to check shuttles physically on nearest shop & then purchase, although it may cost few bucks more but u will b satiesfied 4 a gud purchase.READ MORE",2,0,seemed old stock shuttle wooden base damaged presence piercing many hole shuttle base advised check shuttle physically nearest shop purchase although may cost buck satiesfied gud purchase read
fastest dievery in 9 hoursREAD MORE,5,1,fastest dievery hoursread
very good packaging and super fast delivery. thanksREAD MORE,4,1,good packaging super fast delivery thanksread
perfect oneREAD MORE,5,1,perfect oneread
nice corkREAD MORE,5,1,nice corkread
good niceREAD MORE,5,1,good niceread
it is goodREAD MORE,5,1,goodread
this product is too uselessREAD MORE,5,1,product uselessread
awesome & delivered early too thanks for that... and ya the same product we bought from market is 170 per shuttle.... which is too high for the same product... I must say go for itREAD MORE,5,1,awesome delivered early thanks product bought market per shuttle high product must say itread
Very Good Shuttle.READ MORE,5,1,good shuttle read
one one  shuttle is ok. and others are new but not playable because of viberent in air.READ MORE,1,0,one one shuttle others new not playable viberent air read
Very bad product it is too light weight to play i think its not the actual yonex 350READ MORE,1,0,bad product light weight play think not actual yonex read
Good OneREAD MORE,5,1,good oneread
good quality product.READ MORE,5,1,good quality product read
on time delivery and fast alsoREAD MORE,5,1,time delivery fast alsoread
Sorry for negetv revw... this is a genuine oneREAD MORE,4,1,sorry negetv revw genuine oneread
This shuttle is not good for professional or intermediate player'sREAD MORE,2,0,shuttle not good professional intermediate player sread
saved minimum 150 rupees compared to least available price and product is original thank you FlipkartREAD MORE,5,1,saved minimum rupee compared least available price product original thank flipkartread
super good gualityREAD MORE,5,1,super good gualityread
nice shuttle.... long lastREAD MORE,5,1,nice shuttle long lastread
These are very bad shuttles. I think they have given local product do not buy this product from flipkart I am not happyREAD MORE,1,0,bad shuttle think given local product not buy product flipkart not happyread
it is very nice product❤❤❤READ MORE,5,1,nice product read
"Nice products, beautiful...READ MORE",5,1,nice product beautiful read
the shuttles are awesomeREAD MORE,4,1,shuttle awesomeread
it's  very reasonable priceREAD MORE,5,1,reasonable priceread
Original products. Quality exalentREAD MORE,5,1,original product quality exalentread
good for good priceREAD MORE,5,1,good good priceread
fast delivery.thanksREAD MORE,5,1,fast delivery thanksread
it's orignal and very good qualityREAD MORE,5,1,orignal good qualityread
Service is good.READ MORE,5,1,service good read
"good product..... Box quality not good, And packing quality must need improvedREAD MORE",4,1,good product box quality not good packing quality must need improvedread
good original product but it's price doesn't dip even on salesREAD MORE,5,1,good original product price dip even salesread
High quality stuffREAD MORE,4,1,high quality stuffread
Aswome performanceREAD MORE,5,1,aswome performanceread
"a super fast delivery,,, of course a good packingREAD MORE",5,1,super fast delivery course good packingread
Very good product.. Thanks flipkart..READ MORE,5,1,good product thanks flipkart read
the product is excellentREAD MORE,5,1,product excellentread
overall bestREAD MORE,5,1,overall bestread
Shuttle box came in perfect condition and shuttles are good and wellREAD MORE,5,1,shuttle box came perfect condition shuttle good wellread
qwality poorREAD MORE,1,0,qwality poorread
super goodREAD MORE,4,1,super goodread
Worth for your moneyREAD MORE,5,1,worth moneyread
"packaging is poor, box one side has been crushed. shuttles are in good shape and qualityREAD MORE",4,1,packaging poor box one side crushed shuttle good shape qualityread
"Nice product, and timely delivery. Good job.READ MORE",5,1,nice product timely delivery good job read
poor quality deliveresREAD MORE,1,0,poor quality deliveresread
worst shuttle ever receivedREAD MORE,1,0,worst shuttle ever receivedread
Good prodectREAD MORE,4,1,good prodectread
Original product..READ MORE,5,1,original product read
shuttle has a very good balance but very costlyREAD MORE,5,1,shuttle good balance costlyread
nice!  no damaged shuttle. very happy.READ MORE,5,1,nice damaged shuttle happy read
every time packing is very good but this time it's very poor.except that everything is fine.READ MORE,4,1,every time packing good time poor except everything fine read
"Perfect shuttle, having great flightREAD MORE",4,1,perfect shuttle great flightread
Genuine yonex productREAD MORE,5,1,genuine yonex productread
not value for moneyREAD MORE,2,0,not value moneyread
Very slowREAD MORE,4,1,slowread
Good Responce & fast DeliveryREAD MORE,4,1,good responce fast deliveryread
This shuttle is a long lasting one. Authentic productREAD MORE,5,1,shuttle long lasting one authentic productread
This is worst product.Dont waste our moneyREAD MORE,1,0,worst product dont waste moneyread
not at all lasted for 1 day.waste product.they just changed manufacturing sticker and sold it.reviewing after a week.The worstREAD MORE,1,0,not lasted day waste product changed manufacturing sticker sold reviewing week worstread
best in class for indoor this is bestREAD MORE,5,1,best class indoor bestread
value for money...READ MORE,4,1,value money read
It's as good as expected.READ MORE,4,1,good expected read
it is not good as previous 1 damaged I gotREAD MORE,5,1,not good previous damaged gotread
v goodREAD MORE,2,0,goodread
"writing this review after using a couple of shuttle's.these are not original. yes I repeat they are not original. starting from the box, it's cheap replica, you can tell that by looking at the plastic lid. Shuttle won't last for more than 2 games. Flipkart/Vendor is cheating customers.READ MORE",1,0,writing review using couple shuttle not original yes repeat not original starting box cheap replica tell looking plastic lid shuttle last game flipkart vendor cheating customer read
"Im not at all satisfied with these product this is second quality product, slowly flipkart is lossing the assuranceREAD MORE",1,0,not satisfied product second quality product slowly flipkart lossing assuranceread
it's a very nice product..READ MORE,5,1,nice product read
Perfect. Just go for it. Got in time. Thanks Flipkart.READ MORE,5,1,perfect got time thanks flipkart read
very poor qualityREAD MORE,1,0,poor qualityread
One of the beat shuttle from yonex for outdorREAD MORE,5,1,one beat shuttle yonex outdorread
A pack of 6 quality well maintained shuttlesREAD MORE,5,1,pack quality well maintained shuttlesread
It is a very well product......no doubt...READ MORE,4,1,well product doubt read
very durable and long lastingREAD MORE,5,1,durable long lastingread
Good product at a great price .. purchased for 1215 r.s of two boxREAD MORE,5,1,good product great price purchased two boxread
650 is a Marginal Price...READ MORE,5,1,marginal price read
perfectREAD MORE,5,1,perfectread
quality of the shuttle is not very good.READ MORE,4,1,quality shuttle not good read
there is duplicate in some of Flipkart products which I have heard couple of days back but now am facing the issue .. I have used this shuttle very first time from Flipkart and it actually tear off within 20-30 shots I have used 3 shuttles with a span of 40 min. game.  I suggest you kindly purchase from somewhere elseREAD MORE,1,0,duplicate flipkart product heard couple day back facing issue used shuttle first time flipkart actually tear within shot used shuttle span min game suggest kindly purchase somewhere elseread
Low prices and very good articleREAD MORE,4,1,low price good articleread
very bad shuttle because hiii dammage with in a one gameREAD MORE,1,0,bad shuttle hiii dammage one gameread
Worth of money product only for rs 675 on sale really I loved this awesomeREAD MORE,5,1,worth money product sale really loved awesomeread
wonderful productREAD MORE,5,1,wonderful productread
excellent productREAD MORE,4,1,excellent productread
found originalREAD MORE,4,1,found originalread
good one for indore gamesREAD MORE,5,1,good one indore gamesread
Good Packaging and good productREAD MORE,5,1,good packaging good productread
waste prouctREAD MORE,2,0,waste prouctread
Good shuttle for outdoor advance player..After 2 days it slightly heavierREAD MORE,4,1,good shuttle outdoor advance player day slightly heavierread
Good service thankREAD MORE,5,1,good service thankread
Super I'm very HappyREAD MORE,5,1,super happyread
nice good quality product.READ MORE,5,1,nice good quality product read
quality is low but okeyREAD MORE,4,1,quality low okeyread
product is very good but worst packing by flipkart product got damage because of packing .READ MORE,1,0,product good worst packing flipkart product got damage packing read
Great shuttle but wised if it’s more durableREAD MORE,4,1,great shuttle wised durableread
quality not good as expectedREAD MORE,1,0,quality not good expectedread
awsmREAD MORE,5,1,awsmread
delivery on tym.... satisfy with productsREAD MORE,5,1,delivery tym satisfy productsread
don't to buy this product. totally duplicate.READ MORE,1,0,buy product totally duplicate read
awesome as usualREAD MORE,5,1,awesome usualread
original shuttle carkREAD MORE,5,1,original shuttle carkread
Received packed was crushed at flat cap  due to which one shuttle was pressed & uselessREAD MORE,1,0,received packed crushed flat cap due one shuttle pressed uselessread
beat shuttleREAD MORE,5,1,beat shuttleread
"Best suitable for indoor practice , durable and value for money.READ MORE",5,1,best suitable indoor practice durable value money read
"delivered on time and good product, giving review after completely usedREAD MORE",5,1,delivered time good product giving review completely usedread
this is a bad productREAD MORE,5,1,bad productread
Nice product tiemly provided....READ MORE,5,1,nice product tiemly provided read
good product valuableREAD MORE,5,1,good product valuableread
original....READ MORE,5,1,original read
good one and with cheaper pricrREAD MORE,5,1,good one cheaper pricrread
defective productREAD MORE,1,0,defective productread
Good quality shuttle...bad packing while delivery..tin was twisted due to the tight packing...hope better delivery next timeREAD MORE,4,1,good quality shuttle bad packing delivery tin twisted due tight packing hope better delivery next timeread
super productREAD MORE,4,1,super productread
Good quality I suggest you.....READ MORE,4,1,good quality suggest read
flipkart assured always the best😁READ MORE,5,1,flipkart assured always best read
There is no dpubt that mavis 350 is one of the best shuttlecocks in this price range... I always purchase this for playing match with friends...i am happy with flipkartREAD MORE,5,1,dpubt mavis one best shuttlecock price range always purchase playing match friend happy flipkartread
it is better than previous ones. I have purchased it before also via flipkart but that was worst. but I like it. go for it ..READ MORE,4,1,better previous one purchased also via flipkart worst like read
gud productREAD MORE,4,1,gud productread
felt it's pretty slowREAD MORE,1,0,felt pretty slowread
"Not Good Quality of product, not as per Yonex stander.after few games only, product gets damaged.READ MORE",1,0,not good quality product not per yonex stander game product get damaged read
best of bestREAD MORE,5,1,best bestread
it's very heavy.. my racquet string is gone due to heavy weight of the shuttlecorkREAD MORE,1,0,heavy racquet string gone due heavy weight shuttlecorkread
nice product must buyREAD MORE,5,1,nice product must buyread
2 days a single shettle is being usedREAD MORE,5,1,day single shettle usedread
Buyed most time...READ MORE,5,1,buyed time read
worest product don't take anyoneREAD MORE,1,0,worest product take anyoneread
These days Mavis 350 shuttlebox containing duplicate shuttles. Got 3 shuttles as lite weight which are not suitable to play. Other 3 shuttles are good. Purchased 2 shuttleboxes and both are same. Not sure if it is the problem with Flipkart seller or manufacturing problemREAD MORE,2,0,day mavis shuttlebox containing duplicate shuttle got shuttle lite weight not suitable play shuttle good purchased shuttleboxes not sure problem flipkart seller manufacturing problemread
Quality as expected (good) it's made in Japan not Chinese product and got it at rs 578 only I enquired everywhere it's not less than 750 rupees....I would say go for it.READ MORE,5,1,quality expected good made japan not chinese product got enquired everywhere not less rupee would say read
go for.it original product 😍READ MORE,5,1,original product read
Supar productREAD MORE,5,1,supar productread
Quality of the shuttle is not at all good after playing for 15-20 min got breakage in the middle of the shuttle and breakage in the cork made us dissatisfied with the product....READ MORE,2,0,quality shuttle not good playing min got breakage middle shuttle breakage cork made dissatisfied product read
Good one. Received original product.  Thanks to FlipkartREAD MORE,5,1,good one received original product thanks flipkartread
worest product dont by itREAD MORE,1,0,worest product dont itread
maximum shuttle are shape outREAD MORE,4,1,maximum shuttle shape outread
qualitywise is not goodREAD MORE,1,0,qualitywise not goodread
good as alwayREAD MORE,5,1,good alwayread
"awesome, original & fresh productREAD MORE",5,1,awesome original fresh productread
very nice thnks for flipkartREAD MORE,4,1,nice thnks flipkartread
delivery done in time.READ MORE,5,1,delivery done time read
Best value for price...... Better than any shutttleREAD MORE,5,1,best value price better shutttleread
cheapest when compared to the market priceREAD MORE,5,1,cheapest compared market priceread
Packing is very bad.READ MORE,4,1,packing bad read
Good product....READ MORE,4,1,good product read
this is good shuttle but i found mavis 2000 more durable...READ MORE,4,1,good shuttle found mavis durable read
goodREAD MORE,1,0,goodread
Nceee one and useful for Intermediate ppl'sREAD MORE,4,1,nceee one useful intermediate ppl sread
"competitive price, fast deliveryREAD MORE",5,1,competitive price fast deliveryread
Best Shuttle Ever For Basminton...READ MORE,5,1,best shuttle ever basminton read
"4 used, 2good, 1ok, 1 Cork got deformed in just 1game.READ MORE",4,1,used good cork got deformed game read
superb quality ....i satisfied thanks to flip kart..READ MORE,5,1,superb quality satisfied thanks flip kart read
Wonderful shuttlesREAD MORE,5,1,wonderful shuttlesread
tnx to teamREAD MORE,4,1,tnx teamread
Good quality...New stockREAD MORE,5,1,good quality new stockread
online purchased yonex Mavis 350 is not Good quality.... don't purchase ...READ MORE,1,0,online purchased yonex mavis not good quality purchase read
nice qualotyREAD MORE,1,0,nice qualotyread
Authentic product... new stock... great price ... bought at 610 ...READ MORE,5,1,authentic product new stock great price bought read
Item is good..but ekart service is very very bad..READ MORE,1,0,item good ekart service bad read
Poor quality materialREAD MORE,1,0,poor quality materialread
Excellant iobREAD MORE,5,1,excellant iobread
Don't know why I am even writing a review. Everyone probably knows 350 is the best.READ MORE,5,1,know even writing review everyone probably know best read
"replacement came bit late, perfect shuttle with perfect priceREAD MORE",5,1,replacement came bit late perfect shuttle perfect priceread
Prompt Delivery and Product is as expected.READ MORE,5,1,prompt delivery product expected read
Excellent for Badminton court.. And especially  beginnersREAD MORE,5,1,excellent badminton court especially beginnersread
superb niceREAD MORE,5,1,superb niceread
"delivery is too bad .,,...but product is goodREAD MORE",4,1,delivery bad product goodread
originalREAD MORE,5,1,originalread
greatREAD MORE,4,1,greatread
The shuttles look genuine but are suuuperrrrr slow. Can't play with them. Really disappointed.READ MORE,1,0,shuttle look genuine suuuperrrrr slow play really disappointed read
Very bad quality shuttle.....and very very pathetic packing....READ MORE,5,1,bad quality shuttle pathetic packing read
Delivery was super.Product is goodREAD MORE,5,1,delivery super product goodread
thanksREAD MORE,4,1,thanksread
Best buy. Good quality Shuttle. No cons.READ MORE,5,1,best buy good quality shuttle con read
Good quality..READ MORE,5,1,good quality read
very much delayed delivery. product is genuine.READ MORE,5,1,much delayed delivery product genuine read
All shuttles were in good condition.READ MORE,5,1,shuttle good condition read
nice product and speedy deliveryREAD MORE,5,1,nice product speedy deliveryread
The box had got crushed in the cardboard box. Please don't pack in thin cardboard boxes. Instead pack it in plastic covers along with the bubble sheet wrapped around the box. This way the shuttles won't get damaged. Slightly out of shape......the shuttlles will not perform at all... So next time I order shuttles I expect a proper delivery without damage or else I will return.READ MORE,1,0,box got crushed cardboard box please pack thin cardboard box instead pack plastic cover along bubble sheet wrapped around box way shuttle get damaged slightly shape shuttlles not perform next time order shuttle expect proper delivery without damage else return read
Nice product by FlipkartREAD MORE,5,1,nice product flipkartread
it's original. You can check it on Yonex website. and it is definitely at lower price than nearby shopsREAD MORE,5,1,original check yonex website definitely lower price nearby shopsread
superb product and delivered before expected dateREAD MORE,5,1,superb product delivered expected dateread
I am a regular user of this product. I am happy that i bought it on deal.READ MORE,5,1,regular user product happy bought deal read
"Very good, slow shuttle speed like pro shuttles. Balanced , durable.Go for it.READ MORE",4,1,good slow shuttle speed like pro shuttle balanced durable read
Quality is good.READ MORE,5,1,quality good read
it's genuine . correct flight for outdoor conditionREAD MORE,5,1,genuine correct flight outdoor conditionread
Quality is not good enoughREAD MORE,1,0,quality not good enoughread
Best shuttle out there for every talent group.READ MORE,5,1,best shuttle every talent group read
I always preffered Mavis 350 Slow for My indoor Court. Best one 👌👌READ MORE,5,1,always preffered mavis slow indoor court best one read
As expected nice quality and quantity.READ MORE,5,1,expected nice quality quantity read
useable...goodREAD MORE,4,1,useable goodread
Product is in good condition and received on timely also the behaviour of the sales is very politeREAD MORE,5,1,product good condition received timely also behaviour sale politeread
Good and fast shuttle..lasts longREAD MORE,4,1,good fast shuttle last longread
nice shuttles.... although it gets bit fast after few shotsREAD MORE,4,1,nice shuttle although get bit fast shotsread
On-time deliveryREAD MORE,5,1,time deliveryread
"nice,READ MORE",5,1,nice read
For daily practice the best shuttle you can have. Very SatisfiedREAD MORE,5,1,daily practice best shuttle satisfiedread
Very nice shuttles compared to other shuttles it's very goodREAD MORE,5,1,nice shuttle compared shuttle goodread
great price 609 and good qualityREAD MORE,5,1,great price good qualityread
good ... just used one but it lasted long... as little experienced find the slowing down of cork little awkwardREAD MORE,4,1,good used one lasted long little experienced find slowing cork little awkwardread
flirty quality corckREAD MORE,1,0,flirty quality corckread
very worst quality after playing 2 to 3 games cork HOVERINGREAD MORE,1,0,worst quality playing game cork hoveringread
"product is good, but worst customer service took them 2 weeks to deliver itREAD MORE",2,0,product good worst customer service took week deliver itread
counterfeit productREAD MORE,1,0,counterfeit productread
"Long lasting,nice one,good smashe,good qualityREAD MORE",5,1,long lasting nice one good smashe good qualityread
Long durable  superb ShuttleREAD MORE,5,1,long durable superb shuttleread
Slow is betterREAD MORE,5,1,slow betterread
the shuttle box was tampered and shuttled tooREAD MORE,2,0,shuttle box tampered shuttled tooread
I am be happyREAD MORE,5,1,happyread
oldREAD MORE,1,0,oldread
"Worth to buy, lasting for two days for two hours of play.READ MORE",5,1,worth buy lasting two day two hour play read
good value for moneyREAD MORE,5,1,good value moneyread
Good product... long lastingREAD MORE,5,1,good product long lastingread
Good.. Nice quality and useful priceREAD MORE,5,1,good nice quality useful priceread
Super Excellent product at best price.... It also original verified....READ MORE,5,1,super excellent product best price also original verified read
available cheaper in local sports ShopREAD MORE,5,1,available cheaper local sport shopread
it's worth of moneyREAD MORE,5,1,worth moneyread
goodREAD MORE,2,0,goodread
"The product is awesome, got the delivery in 2 days.READ MORE",5,1,product awesome got delivery day read
good cualityREAD MORE,5,1,good cualityread
yonex 350 upto markREAD MORE,5,1,yonex upto markread
The best shuttleREAD MORE,5,1,best shuttleread
Good proddectREAD MORE,5,1,good proddectread
really nice.....very durable and nice quality al well... perfect for practicing professional and for regular use tooREAD MORE,5,1,really nice durable nice quality well perfect practicing professional regular use tooread
amazingREAD MORE,5,1,amazingread
slow shuttle with good flight and superb accuracy.READ MORE,5,1,slow shuttle good flight superb accuracy read
Many a time when I buy shuttlecocks from elsewhere it starts wobbling after a match or so. But these shuttles were great. A single shuttle  easily last around 10 matches. Reliable I would say! And on time delivery by Flipkart.READ MORE,4,1,many time buy shuttlecock elsewhere start wobbling match shuttle great single shuttle easily last around match reliable would say time delivery flipkart read
Very nice quality and especially for indoor this colored ones helps for better Visibility.READ MORE,5,1,nice quality especially indoor colored one help better visibility read
its a very good productREAD MORE,4,1,good productread
always preferred choice this one...I like itREAD MORE,5,1,always preferred choice one like itread
good quality but on the slower side even for outdoor.READ MORE,4,1,good quality slower side even outdoor read
excellent product thanksREAD MORE,5,1,excellent product thanksread
Very nycREAD MORE,5,1,nycread
product is as expected. but the one that I am very satisfied is with the delivery. ordered the night before and received the product in hand by 8AM next day. 5/5 to the seller for quick deliveryREAD MORE,5,1,product expected one satisfied delivery ordered night received product hand next day seller quick deliveryread
Excellent product with very fast delivery ...wonderful service Flip KartREAD MORE,5,1,excellent product fast delivery wonderful service flip kartread
supperREAD MORE,5,1,supperread
highly durableREAD MORE,5,1,highly durableread
PRODUCT IS OF VERY GOOD QUALITY BUT PROPER ATTENTION SHOULD BE GIVEN TO DELICATE ITEMS DURING TRANSPORTATION.READ MORE,5,1,product good quality proper attention given delicate item transportation read
Good product.Worth for priceREAD MORE,5,1,good product worth priceread
Very good product..READ MORE,5,1,good product read
this is original yonex good shuttle lasts long and flight path is excellent for outdoorsREAD MORE,5,1,original yonex good shuttle last long flight path excellent outdoorsread
fast delivery ....thanks fksuper original productsREAD MORE,5,1,fast delivery thanks fksuper original productsread
packing of the box is not good one of the shuttle got tear due to worst packingREAD MORE,1,0,packing box not good one shuttle got tear due worst packingread
no words... simply superbREAD MORE,5,1,word simply superbread
best shuttle thanku flippant ☺😊😇😇READ MORE,5,1,best shuttle thanku flippant read
Product is not goodREAD MORE,2,0,product not goodread
"I honestly had a bad experience with it. The shuttles looked fine but after 3-4 games, I would say intermediate level, it started tearing off.READ MORE",2,0,honestly bad experience shuttle looked fine game would say intermediate level started tearing read
Happy with this productREAD MORE,5,1,happy productread
exlent superREAD MORE,5,1,exlent superread
RecommendREAD MORE,4,1,recommendread
It is best product. I am using it from one month it is still goodREAD MORE,5,1,best product using one month still goodread
Shuttles quality not up to markREAD MORE,5,1,shuttle quality not markread
I am playing from 3 yrs and I got this the best shuttleREAD MORE,5,1,playing yr got best shuttleread
overall good but some times shuttles are way fast to play i.e I used to order 4 pack a month and every 1 or 2 month 1 of the pack all the shuttles are having this issue may be duplicate..READ MORE,4,1,overall good time shuttle way fast play used order pack month every month pack shuttle issue may duplicate read
nice corkREAD MORE,4,1,nice corkread
nicee product use fulREAD MORE,5,1,nicee product use fulread
Good shuttle for indoor use. We are a bunch of intermediate to advances shuttlers and the flight of these greencap shuttles is good. There can be some variation though from one box to another in the speed.The shuttle lasts a long time and that can be a problem because the flight pattern changes after say 12-15 games. So you may want to toss the shuttle once it reaches that stage.Overall a very good value for money plastic shuttle that plays somewhat similar to feather but lasts a lot lon...READ MORE,5,1,good shuttle indoor use bunch intermediate advance shuttlers flight greencap shuttle good variation though one box another speed shuttle last long time problem flight pattern change say game may want toss shuttle reach stage overall good value money plastic shuttle play somewhat similar feather last lot lon read
found genuine and delivered well on time.READ MORE,5,1,found genuine delivered well time read
niceREAD MORE,2,0,niceread
All Ball shakes....very Bad...READ MORE,1,0,ball shake bad read
the shuttle was not good very slow and it broke in 1 day one shuttle . where was I purchased offline it was going for 3 daysREAD MORE,2,0,shuttle not good slow broke day one shuttle purchased offline going daysread
original one good qualityREAD MORE,5,1,original one good qualityread
Long lasting. Good Quality. This shuttle is good for begineers.READ MORE,4,1,long lasting good quality shuttle good begineers read
genuine product but packaging is wrostREAD MORE,4,1,genuine product packaging wrostread
product is too much good but packaging are not good. please improve your packaging sir/mam.....ThankuREAD MORE,5,1,product much good packaging not good please improve packaging sir mam thankuread
"very bad, cheap quality, high cost, watage of money.READ MORE",1,0,bad cheap quality high cost watage money read
"good ,it's originalREAD MORE",5,1,good originalread
Buying yonex online will always benefit you cost wise. My only complaint is that the box was a bit squashed due to transportation.READ MORE,5,1,buying yonex online always benefit cost wise complaint box bit squashed due transportation read
very much durable for Rs.701  its awesome ...very durable ..READ MORE,5,1,much durable awesome durable read
love itREAD MORE,5,1,love itread
best shuttle in this price range .but this one was very bad whole box lasted only for 18 days .as I am regular buyer this box lasts for minimum of 40 days.but maybe the old stock was given this time . although the best product in this price tangeREAD MORE,2,0,best shuttle price range one bad whole box lasted day regular buyer box last minimum day maybe old stock given time although best product price tangeread
Good stuff.READ MORE,5,1,good stuff read
"plastic cover was torn slightly, product goodREAD MORE",4,1,plastic cover torn slightly product goodread
yoo...got orignal product😊READ MORE,5,1,yoo got orignal product read
Nice Shuttles.READ MORE,5,1,nice shuttle read
i can't rate it. its too High price than offline...READ MORE,1,0,rate high price offline read
product is good but service is worstREAD MORE,4,1,product good service worstread
good shuttle close to feather speedREAD MORE,5,1,good shuttle close feather speedread
Genuine product. Great delivery time. Totally Satisfied.READ MORE,5,1,genuine product great delivery time totally satisfied read
Recive original product thanksREAD MORE,5,1,recive original product thanksread
packing and parsal both are good qualityREAD MORE,5,1,packing parsal good qualityread
orginal mavis 350...gd productREAD MORE,4,1,orginal mavis productread
"Good, but looks like old stockREAD MORE",2,0,good look like old stockread
I received the product safeREAD MORE,5,1,received product saferead
genuine product delivered...READ MORE,4,1,genuine product delivered read
"some of bird heads are stained with little mud. I was worried whether these are used ones, but those are good in flight and quality.READ MORE",4,1,bird head stained little mud worried whether used one good flight quality read
Its original. Verified by its scratch code.READ MORE,5,1,original verified scratch code read
same good qualityREAD MORE,4,1,good qualityread
nice app reliable and genuine products are delivered  thanksREAD MORE,5,1,nice app reliable genuine product delivered thanksread
Great product. But charges was high in online purchases near by sports shopREAD MORE,5,1,great product charge high online purchase near sport shopread
fantasticREAD MORE,5,1,fantasticread
impressiveREAD MORE,5,1,impressiveread
it's good productREAD MORE,4,1,good productread
Good and very fast deliveryREAD MORE,5,1,good fast deliveryread
good price 700/-READ MORE,5,1,good price read
Fantastic Quality!READ MORE,5,1,fantastic quality read
Don't buy this product from flipkart. All the shuttle from the box are wobbling.READ MORE,1,0,buy product flipkart shuttle box wobbling read
Total barrel was bad.READ MORE,1,0,total barrel bad read
great and cheap as per marketREAD MORE,5,1,great cheap per marketread
As always a good PickREAD MORE,4,1,always good pickread
nice product...u can go for itREAD MORE,5,1,nice product itread
this is the best ever i have recieved everREAD MORE,5,1,best ever recieved everread
Gud shuttle... Worth the penny...READ MORE,5,1,gud shuttle worth penny read
good in lessREAD MORE,5,1,good lessread
"excellent quality, strong shuttle for practice, very much durableREAD MORE",5,1,excellent quality strong shuttle practice much durableread
very worst shuttle comeREAD MORE,5,1,worst shuttle comeread
Good product. Genuine. Delivery on time.READ MORE,5,1,good product genuine delivery time read
"worst standard of packing and product. box was already crushed from one side, no fillers to protect the box. shuttle container lid is so cheap and thin that it's almost see through type of lid. Flipkart and Yonex should check the authenticity of the product and sellerREAD MORE",1,0,worst standard packing product box already crushed one side filler protect box shuttle container lid cheap thin almost see type lid flipkart yonex check authenticity product sellerread
Very poor quality shuttles. Not withstanding even one hour singles gameREAD MORE,1,0,poor quality shuttle not withstanding even one hour single gameread
badREAD MORE,2,0,badread
the price is high.. in local market RS 50 lessREAD MORE,4,1,price high local market lessread
genuine product...READ MORE,5,1,genuine product read
good conditionREAD MORE,5,1,good conditionread
2 out of 6 shuttles were defective.READ MORE,1,0,shuttle defective read
thank youREAD MORE,5,1,thank youread
These are really nice shuttle under a good price range.READ MORE,4,1,really nice shuttle good price range read
nice one...READ MORE,5,1,nice one read
nice and durable..slow speedREAD MORE,4,1,nice durable slow speedread
I am playing badminton from last 6 month. Quality has been good so far but I believe they will make better Shuttle in coming soon.READ MORE,5,1,playing badminton last month quality good far believe make better shuttle coming soon read
it was good product niceREAD MORE,5,1,good product niceread
nice product. Reached earlier than expectedREAD MORE,4,1,nice product reached earlier expectedread
its a good productREAD MORE,5,1,good productread
good product. Thanks for fast delivery.READ MORE,5,1,good product thanks fast delivery read
good replacement Service as i first gets a defective productREAD MORE,4,1,good replacement service first get defective productread
Nice good priceREAD MORE,5,1,nice good priceread
Very competitive price. Fast delivery.READ MORE,5,1,competitive price fast delivery read
100 % originalREAD MORE,5,1,originalread
"good shuttle , thanks to Flipkart for a speedy delivery, product is authentic n original.READ MORE",5,1,good shuttle thanks flipkart speedy delivery product authentic original read
Hope the price remains same.Mavis 350 Oginal product. 👍READ MORE,5,1,hope price remains mavis oginal product read
TrustableREAD MORE,5,1,trustableread
recommended to friend ..genuine productREAD MORE,4,1,recommended friend genuine productread
best quality.READ MORE,4,1,best quality read
best for the intermediate playerREAD MORE,4,1,best intermediate playerread
it's a nice product by YonexREAD MORE,5,1,nice product yonexread
nice products and thanks flipcart... for deliveryREAD MORE,4,1,nice product thanks flipcart deliveryread
Prompt delivery and good packaging ...last time wrong and damaged shipment made ..but this time took corrective action..Thank you.READ MORE,5,1,prompt delivery good packaging last time wrong damaged shipment made time took corrective action thank read
super shuttleREAD MORE,4,1,super shuttleread
Very happy with the product ☺️READ MORE,5,1,happy product read
awesome nice productREAD MORE,5,1,awesome nice productread
fast service.I received it in one dayREAD MORE,4,1,fast service received one dayread
delivery not done how to give ratingREAD MORE,4,1,delivery not done give ratingread
Very good & nice productREAD MORE,5,1,good nice productread
product is nice...packing was worst..1 shuttle had broken inside for dat..delivered on assured day..still need to work on packaging aREAD MORE,5,1,product nice packing worst shuttle broken inside dat delivered assured day still need work packaging aread
quality was goodREAD MORE,4,1,quality goodread
fast delivery and nice productREAD MORE,5,1,fast delivery nice productread
supetREAD MORE,5,1,supetread
Ideal Good bestREAD MORE,5,1,ideal good bestread
Perfect oneREAD MORE,5,1,perfect oneread
